CN	EN
　　“发生了什么事情？”克莱恩心头咯噔了一下。\n　　他害怕这个疯狂的“杂交学家”的实验出了问题，导致“未来号”众人陷入可怕的生态灾难里。\n　　弗兰克呆滞摇头道：\n　　“我不是给你说过那些小东西吗？\n　　“它们原本需要安眠一段时间才有可能生长和繁殖，结果……”\n　　“结果什么？”克莱恩的脸色已变得凝重。\n　　蹲着的弗兰克抬头上望道：\n　　“它们刚才完成了大规模的繁殖，还发生了异变。\n　　“这，这简直是神迹！”\n　　“然后呢？它们去了哪里？还在你的‘实验室’内吗？”克莱恩直觉地认为这不是好事。\n　　弗兰克用两秒钟的时间消化了问题，挽起袖子，露出体毛浓密的手臂。\n　　他敲了敲面前的甲板，露出疑惑的笑容道。\n　　“它们钻进了这里，好像在，在改造‘未来号’……”\n　　沉闷的敲击声中，甲板上突然涌出了一股疑似牛奶的乳白喷泉，溅了弗兰克·李满头满脸。\n　　他舔了嘴边的液体一口，惊喜出声道：\n　　“‘未来号’，‘未来号’产奶了！”\n\n　　——第三卷《旅行家》第一百七十四章 疯狂的异变	“What happened?” Klein’s heart skipped a beat. \n He was afraid that this crazy “Hybridizer’s” experiment had gone wrong, causing the people on the Future to fall into a terrifying ecological disaster. \n Frank shook his head dully and said: \n “Didn’t I tell you about those little things? \n They originally needed to slumber for a period of time before they could grow and reproduce, but as a result…” \n “As a result of what?” Klein’s expression had become grave. \n Frank, who was squatting, looked up and said: \n “They just completed large-scale reproduction, and a mutation occurred. \n This, this is simply a miracle!” \n “Then what? Where did they go? Are they still in your ‘laboratory’?” Klein intuitively felt that this was not a good thing. \n Frank took two seconds to digest the question, rolled up his sleeves, and revealed his hairy arms. \n He knocked on the deck in front of him and said with a puzzled smile. \n “They drilled in here, it seems they are, they are modifying the Future…” \n Amidst the dull knocking sound, a milky white fountain suspected to be milk suddenly gushed out from the deck, splashing Frank Lee all over his head and face. \n He licked the liquid by his mouth and said in surprise: \n “The Future, the Future is producing milk!” \n \n —— Volume 3: Traveler, Chapter 174: Crazy Mutation
　　……\n\n　　使用银制 <Mark id=\"#159\">仪式匕首</>，取<InvHighlight>双腕鲜血少许</>、混合后涂抹于仪式法阵之上，坚定以自身意志主动束缚灵魂的决心……服下不朽苔的汁液，念诵：“躯壳暂归永夜，真名藏于灰烬。” \n\n　　……<Tips stylename=\"Letter_Highlight\" id=\"#160\">躯体呈现所有死亡表征</>，七日后恢复如常。	... \n \n Use a silver <Mark id=\"#159\"> Ritual Dagger, </> take <InvHighlight> a little blood from both wrists, </> mix it, and smear it on the ritual magic circle, firming the determination to actively bind the soul with one's own will... Take the juice of the Immortal Moss and chant: \"The shell temporarily returns to the eternal night, the true name is hidden in the ashes.\" \n \n ... <Tips stylename=\"Letter_Highlight\" id=\"#160\"> The body presents all the signs of death, </> and returns to normal after seven days.
　　……\n\n　　取受术者发丝与施术者 <Mark id=\"#159\">发丝纠缠</>，用双生草根须榨取的汁液1:1混合<InvHighlight>施术者掌心血</>，浸泡整夜。日出前取该液体绘制法阵，念诵：“彼此照映的星星啊，离开既定的轨道。此星晦暗，彼星长明。”\n\n　　……命运错轨，<Tips stylename=\"Letter_Highlight\" id=\"#160\">必死者重获新生</>。 	... \n \n Take the hair of the subject and the <Mark id=\"#159\"> hair </> of the caster, mix it 1:1 with the juice extracted from the roots of the Twin Grass and <InvHighlight> the blood from the caster's palm, </> and soak it overnight. Before sunrise, use this liquid to draw a magic circle and chant: \"Oh, stars that reflect each other, leave the established orbit. This star is dim, that star shines long.\" \n \n ... The fate is derailed, <Tips stylename=\"Letter_Highlight\" id=\"#160\"> and the one who must die is reborn. </>
　　……\n　　6月13日\n　　<InvHighlight>金梧桐区</>五十户居民家中<Mark id=\"#159\">下水道</>堵塞，清理时发现管道被<Mark id=\"#159\">植物藤蔓</>塞满。\n\n　　6月14日\n　　富商米格尔死于<InvHighlight>金梧桐区</>的玻璃花房，被发现时身上结满紫红色葡萄。\n\n　　6月18日\n　　纺织工人贝丝在<InvHighlight>南区</>捡到三根蜡烛和一段木头手臂，现场有<Mark id=\"#159\">邪恶仪式</>的痕迹。\n　　……	... \n June 13th \n <InvHighlight> North Borough </> In the homes of fifty residents <Mark id=\"#159\"> sewers </> were blocked, and during cleaning, it was discovered that the pipes were stuffed with <Mark id=\"#159\"> plant vines </>. \n \n June 14th \n Wealthy merchant Miguel died in a <InvHighlight> glass conservatory in the North Borough </>, and when discovered, his body was covered in purple-red grapes. \n \n June 18th \n Textile worker Beth found three candles and a wooden arm in the <InvHighlight> South District </>, and there were traces of an <Mark id=\"#159\"> evil ritual </> at the scene. \n ...
　　不知道还能不能回伦堡，鲁恩的天气太阴沉了，雨水多不适合作物生长。\n\n\n　　主教让我负责后勤保障，顺带研究一下怎么加速魔药消化。\n\n\n　　消化丰收祭司的魔药……要不我在临时据点里种点什么？	I don't know if I can ever return to Lenburg. The weather in Loen is too gloomy, and the rain is not suitable for crop growth. \n \n \n The Bishop asked me to be responsible for logistics and, by the way, research how to accelerate potion digestion. \n \n \n Digesting the Harvest Priest potion... Should I plant something in the temporary stronghold?
　　今双方协定，将名下小型城堡领地完整让渡于<TarotTextCurrent> {{PlayerName}} </>：\n\n　　自本契约签署之日起，<TarotTextCurrent> {{PlayerName}} </>即取得该领地的完全所有权、排他使用权与自主经营管理权。\n\n　　领地归<TarotTextCurrent> {{PlayerName}} </>永久持有并自由支配；领地所产生的一切收益、产出及未来增值，均归受<TarotTextCurrent> {{PlayerName}} </>独享。\n\n　　本契约为永久让渡，一经双方签署即生效，具有不可撤销之法律效力。	Both parties hereby agree to the complete transfer of the small castle territory under the name to <TarotTextCurrent> {{PlayerName}} </>: \n\n From the date of signing this contract, <TarotTextCurrent> {{PlayerName}} </> shall obtain full ownership, exclusive usage rights, and autonomous management rights of the territory. \n\n The territory shall be held permanently and freely disposed of by <TarotTextCurrent> {{PlayerName}} </>; all income, output, and future appreciation generated by the territory shall belong exclusively to <TarotTextCurrent> {{PlayerName}} </>. \n\n This contract is a permanent transfer, effective upon signing by both parties, and holds irrevocable legal force.
　　今天我在那个遗迹里找到一本旧书！\n　　书上提到一种起死回生的魔法，说是要通过仪式向神祈祷，借助丰饶之树的力量什么的。\n　　神指的是女神吗？仪式需要的东西倒是很简单，用平时攒下的零花钱就能买全了！\n　　等着吧，小云，你回来后，我一定给你摘最甜的树莓吃！\n　　这事可不能告诉妈妈，唉，她太爱大惊小怪。\n　　等我把小云带回家，她肯定会吓一大跳吧，嘿嘿。	Today I found an old book in those ruins! \n The book mentions a magic to bring the dead back to life, saying it requires praying to a god through a ritual, using the power of the Tree of Abundance or something. \n Does the god refer to the Goddess? The things needed for the ritual are quite simple; I can buy them all with the pocket money I've saved up! \n Just you wait, Little Cloud, when you come back, I will definitely pick the sweetest raspberries for you to eat! \n I can't tell Mom about this; sigh, she is too prone to making a fuss. \n When I bring Little Cloud home, she will definitely be shocked, hehe.
　　他们竟然在事先没找我商量的情况下，决定让我和阿贝尔家族的玛蒂尔达订婚！\n　　天啊，我甚至都还没有见过她！\n　　不行，我要拒绝！\n　　我就算离家出走，就算从此自力更生，受尽打压，也要反抗这桩包办婚姻！	They actually decided to have me engaged to Matilda of the Abel Family without discussing it with me beforehand! \n God, I haven't even met her! \n No, I refuse! \n Even if I run away from home, even if I have to make a living on my own and suffer suppression, I will resist this arranged marriage!
　　近日，金秋湖连续出现多起少女死亡事件。所有死者颈部均留有清晰的穿刺创口。\n　　案发现场均呈现诡异的一致性：屋内散落着银质烛台与大量枯萎的玫瑰花瓣，似乎被刻意布置成古典婚礼现场。据调查，这些少女生前均热衷阅读《暮色之城》《惊情德古拉》等<Highlight>吸血鬼</>爱情小说。	　　Recently, there have been a series of deaths of young girls at Golden Autumn Lake. All the victims had clear puncture wounds on their necks. \n　　The crime scenes all displayed an eerie consistency: silver candlesticks and a large number of withered rose petals were scattered throughout the rooms, as if they had been deliberately arranged to resemble a classical wedding scene. According to the investigation, all these young girls were avid readers of vampire romance novels such as \"City of Twilight\" and \"Dracula\" before their deaths. <Highlight>vampire</>
　　还在为不会说话而烦恼吗？\n\n　　搜罗上百条因蒂斯传奇帝王罗塞尔·古斯塔夫的名言，数十名社会评论家联袂推荐，本书将为你解答罗塞尔大帝的说话之道！	　　Are you still troubled by not knowing how to speak? \n\n　　Collecting hundreds of quotes from the legendary Intis Emperor Roselle Gustav, recommended by dozens of social critics, this book will answer the art of conversation of Emperor Roselle for you!
　　这一年的最后一天，森林遭遇了百年未遇的暴雪，猫头鹰长老召集起了一场紧急会议。\n\n　　 “北边山洞上方的积雪发生了崩塌，那里面还住着冬眠的蝙蝠一家，我们不能放着它们不管。”\n\n　　所有的动物都沉默了，它们基本不和蝙蝠来往，只有邓恩在去年春天去过那个洞穴，但它早就忘记里面什么样了。\n\n　　“我们去吧！”戴莉跳到了鹿角顶端，“就算你在里面迷失了方向，我的歌声也能把我们带到正确的道路上。”\n\n　　它们就这样进入了洞穴，里面结构错综复杂，邓恩和戴莉费了不少力气才找到受伤的蝙蝠一家。就在它们准备离开洞穴的时候，外面狂风大作，无数雪花被风裹挟而来，挡住了所有的光。邓恩又尝试了几个方向，比找不到出口更令人绝望的是蝙蝠一家越来越微弱的呼吸。\n\n　　戴莉飞到了它耳边开始歌唱，金色的旋律指引抚平了邓恩有些焦躁的心情，他沿着音符亮起的方向走去。十米，五十米，一百米……眼前仍然没有出现洞口的光亮，戴莉意识到前往出口的代价可能比想象中更多。\n\n　　没有犹豫。\n\n　　它飞得更高了，飞到邓恩根本看不清的地方，歌唱到背上的羽毛所剩无几，她开始下坠。\n\n　　眼前还是没有出现光亮。	On the last day of the year, the forest encountered a blizzard unseen in a century, and the Owl Elder called an emergency meeting. \n\n \"The snow above the northern cave has collapsed, and a family of hibernating bats lives inside. We cannot leave them be.\" \n\n All the animals fell silent; they generally did not associate with bats. Only Dunn had visited that cave last spring, but he had long forgotten what it looked like inside. \n\n \"Let's go!\" Daly jumped onto the tips of the antlers. \"Even if you lose your way inside, my singing can lead us to the right path.\" \n\n They entered the cave just like that. The structure inside was intricate and complex, and it took Dunn and Daly quite some effort to find the injured bat family. Just as they were preparing to leave the cave, a gale blew outside, and countless snowflakes were carried by the wind, blocking all light. Dunn tried several more directions. More desperate than not finding the exit was the increasingly weak breathing of the bat family. \n\n Daly flew to his ear and began to sing. The golden melody guided and soothed Dunn's somewhat restless mood, and he walked along the direction where the notes lit up. Ten meters, fifty meters, one hundred meters... There was still no light from the cave entrance in sight. Daly realized that the price of reaching the exit might be higher than imagined. \n\n Without hesitation. \n\n She flew higher, to a place where Dunn couldn't see clearly, singing until there were few feathers left on her back, and she began to fall. \n\n There was still no light in sight.
　　邓恩和戴莉认识之后，戴莉就以“自己的羽毛掉光了，好冷”为理由在邓恩头上筑了巢，并为他重复每个被遗忘的信息；邓恩则载着它巡视森林，用厚厚的灰色皮毛为它挡风，用鹿角为它摘下最高处的浆果。\n\n　　戴莉喜欢趴在它脑袋靠后一些的位置，并时常抱怨它额前的毛发不够厚实。\n\n　　一天，戴莉发现邓恩从地上捡起来什么东西，固定在角上后它发现是自己掉落的羽毛。\n\n 　　“这些羽毛太美了，我舍不得它们就这样被遗忘。”邓恩甩了甩头，“即使我明天就会忘记为什么要这么做，但我的角会记得这种发痒的感觉。”\n\n　　戴莉的心轻轻颤动，她激动地盘旋在邓恩的两角之间，准备一展歌喉抖落几根崭新的羽毛。邓恩阻止了它这种会让自己更冷的行为，请它帮忙整理那些收集好的羽毛。戴莉将它们和一个个木牌挂在一起，让它们在风雪中碰撞，与鹿蹄声和鸟鸣声组成森林的曲调。	    After Dunn and Daly met, Daly built a nest on Dunn's head, using the excuse that 'my feathers have all fallen out, it's so cold,' and repeated every forgotten piece of information to him; Dunn carried it while patrolling the forest, shielding it from the wind with his thick gray fur and picking berries from the highest branches with his antlers. \n\n    Daly liked to lie on the back of his head and often complained that the fur on his forehead wasn't thick enough. \n\n    One day, Daly noticed Dunn picking something up from the ground and fixing it to his antlers, only to realize it was its own fallen feathers. \n\n     'These feathers are too beautiful, I can't bear to let them be forgotten like this.' Dunn shook his head. 'Even if I forget why I'm doing this tomorrow, my antlers will remember this itching sensation.' \n\n    Daly's heart fluttered gently. It circled excitedly between Dunn's two antlers, preparing to show off its voice and shake off a few brand-new feathers. Dunn stopped it from doing something that would make it even colder and asked it to help organize the collected feathers. Daly hung them together with wooden tags, letting them collide in the wind and snow, composing the forest's melody with the sound of deer hooves and bird calls.
　　银雾森林迎来了今年的第一场雪，东边的雾气也越发浓厚，掉落了不少羽毛的戴莉在窝里冻得直发抖。枝头小小的巢穴无法抵御寒冷，顶上抖落的一坨雪将巢穴砸落下去，戴莉还没来得及发出叫声，就发现自己被温暖的灰色皮毛包裹——它落在了一只灰麋鹿的头顶。\n\n 　　“我察觉到这里有动物需要帮助，是你吗？”那只灰麋鹿这么说道。\n\n 　　“如果你是来给我带来温暖的，那确实是我。”恢复了体温的戴莉在麋鹿的头顶蹦跶了几下，继续说道：“我叫戴莉， 你的名字是什么？”\n\n　　 “我是……抱歉，我忘记了我的名字。”\n\n　　戴莉这才注意到，麋鹿的角上挂着许多小木牌，上面写着“我叫邓恩”、我是森林的守护者”、“每天巡逻看谁需要帮助”……\n\n　　 “你叫邓恩，”戴莉轻声说，她听树洞里的松鼠一家提起过这头每到冬天就会失忆的麋鹿，曾一天给他们送了三次松子，“你是银雾森林的守护者。”	The Silver Mist Forest welcomed its first snow of the year, and the mist in the east became thicker. Daly, having lost many feathers, shivered in the nest. The small nest on the branch could not resist the cold, and a lump of snow shaken from above knocked the nest down. Before Daly could even make a sound, she found herself wrapped in warm gray fur—it had landed on the head of a gray elk. \n\n \"I sensed that an animal here needed help, is it you?\" the gray elk said. \n\n \"If you are here to bring me warmth, then it is indeed me.\" Having regained her body temperature, Daly hopped a few times on the elk's head and continued: \"My name is Daly, what is your name?\" \n\n \"I am... sorry, I forgot my name.\" \n\n Daly then noticed that the elk's antlers were hung with many small wooden signs, which read \"My name is Dunn\", \"I am the guardian of the forest\", \"Patrol every day to see who needs help\"... \n\n \"Your name is Dunn,\" Daly said softly. She had heard the squirrel family in the tree hole mention this elk that would lose its memory every winter, who had once delivered pine nuts to them three times in one day, \"You are the guardian of the Silver Mist Forest.\"
　　阿尔杰再次发问：\n        “你觉得‘牧羊人’洛薇雅长老有可能会对白银城造成危害吗？只用回答是或者否，不要解释。”\n        “……是。”戴里克最终还是无法欺骗自己。\n        阿尔杰轻笑了一声道：\n        “所以，你是唯一知道这件事情，却暂时找不到办法提醒六人议事团其他长老的人，对吧？”\n        “嗯。”戴里克的神情逐渐变得凝重。\n        阿尔杰改变了下坐姿，往后微靠道：“那个任务的风险极大，这一点，你是知道的，如果你死在了那座半毁的神庙里，谁还能想办法揭露‘牧羊人’洛薇雅的古怪？谁还能让白银城免于灾难？‘堕落造物主’可是一位真正的邪神！”\n        “你不是因为自私才假装失控，欺骗其他人，你是为了拯救白银城！”\n\n       ——第五卷《红祭司》第一百二十九章 “老油条”阿尔杰	Alger asked again:\n \"Do you think Shepherd Elder Lovia might pose a threat to the City of Silver? Just answer yes or no, don't explain.\"\n \"...Yes.\" Derrick ultimately could not deceive himself.\n Alger chuckled and said:\n \"So, you are the only one who knows about this, but you can't find a way to warn the other elders of the Six-Member Council for the time being, right?\"\n \"Yeah.\" Derrick's expression gradually became solemn.\n Alger changed his sitting posture and leaned back: \"The risk of that mission is extremely high. You know this. If you die in that half-destroyed temple, who else can find a way to expose Shepherd Lovia's strangeness? Who else can save the City of Silver from disaster? The 'Fallen Creator' is a true evil god!\"\n \"You aren't pretending to lose control and deceiving others out of selfishness; you are doing it to save the City of Silver!\"\n\n — Volume 5: Red Priest, Chapter 129: \"Old Fox\" Alger
《仪式魔法进阶——向神明祈求之术》	Advanced Ritual Magic: Techniques for Praying to Deities
《关于“血族”与“吸血鬼”的区分声明》	\"Declaration on the Distinction Between 'Sanguine' and 'Vampire'\"
《占星入门》、《手相大全》、《三天学会塔罗》，都是些不入流的书。	\"Introduction to Astrology\", \"Complete Guide to Palmistry\", \"Learn Tarot in Three Days\"; all are low-quality books.
《变态开膛手杰克》……这出戏里的受害者最让人心疼了，您觉得怎么样？	《Jack the Ripper》... The victim in this play is the most heartbreaking. What do you think?
《惊情德古拉》？是本吸血鬼爱情小说。	\"Dracula\"? It's a vampire romance novel.
《神秘学入门》《符咒大全》《第四纪秘史》，好多书……	Introduction to Mysticism, Encyclopedia of Charms, Secret History of the Fourth Epoch, so many books...
《纯粹理性批判》	《Critique of Pure Reason》
《终极扑克速成指南》	《Ultimate Poker Crash Course Guide》
《震惊，熟食店老板娘竟然在肉中加了那个东西》，这标题让人忍不住想看正文。	《Shocking: Delicatessen Owner Adds That Thing to the Meat》—this headline makes one unable to resist reading the full article.
「市场」是获取城堡资产的重要途径。	\"Market\" is an important way to acquire castle assets.
【02】拆散	【02】 Break Up
【17】拆散婚姻	【17】 Break up a marriage
【20】主动搭话	【20】Initiate Conversation
【44】虚伪丈夫	【44】 Hypocritical Husband
【62】体能	[62] Physical fitness
【C占位】一个灵体的妇女出现，在糊制着火柴盒。\n妇女：胸好闷……\n慈善医疗虽然是免费的……但要花费一天时间……算了，今天不干活，明天就没饭吃了……	[C Placeholder] A spiritual woman appears, pasting matchboxes. \n Woman: My chest feels so tight... \n Although charity medical care is free... it takes a whole day... forget it, if I don't work today, I won't have food tomorrow...
【Rogue】意识操纵-法术代理	[Rogue] Consciousness Manipulation - Spell Proxy
【Rogue】戏法演绎-法术代理	[Rogue] Trick Performance - Spell Proxy
【Rogue】放逐-法术代理	[Rogue] Exile - Spell Proxy
【Rogue】放逐-终结	[Rogue] Exile - Finish
【Rogue】星云咏叹-法术代理	[Rogue] Nebula Aria - Spell Proxy
【Rogue】漫游者铭刻-周期伤害	[Rogue] Wanderer Inscription - Periodic Damage
【Rougue】戏法演绎-法术代理	[Roguelike] Trick Performance - Spell Proxy
【Rougue】放逐-法术代理	[Roguelike] Exile - Spell Proxy
【Rougue】星云咏叹-法术代理	[Roguelike] Nebula Aria - Spell Proxy
【Rougue】漫游者铭刻-周期伤害	[Roguelike] Wanderer Inscription - Periodic Damage
【】使人健康	【】makes people healthy
【临时】克莱恩伸手触摸灰雾空间中的红色星辰，忽然身上涌出水纹，深红星辰爆发出红色的光芒。\n在神弃之地，戴里克悲伤地跪着，面对着水晶球祈祷着。\n“伟大的神灵啊，请重新将目光投向这个被您遗弃的地方。”\n“伟大的神灵啊，请让我们这些黑暗之民摆脱那宿命的诅咒。”\n正当他要绝望时，水晶球中爆发的一团深红将画面淹没。高大的戴里克出现在灰雾之上，他抬头看着青铜长桌对面被灰雾笼罩的克莱恩。	[Placeholder] Klein reached out to touch the red star in the gray fog space, and suddenly water ripples surged on his body; the deep red star erupted with red light. \n In the Forsaken Land of the Gods, Derrick knelt in sadness, praying while facing a crystal ball. \n \"Great God, please cast your gaze once again upon this place abandoned by you.\" \n \"Great God, please let us, the people of darkness, be rid of that fated Curse.\" \n Just as he was about to despair, a mass of deep red erupting from the crystal ball drowned the scene. The tall Derrick appeared above the gray fog, and he looked up at Klein, who was shrouded in gray fog across the long bronze table.
【临时占位】“她的花一夜开到天明\n但待到白昼睁开了眼睛\n被凝视羞得无处可躲\n她便在眩晕中蔫萎掉落……”	[Placeholder] \"Her flowers bloom overnight until dawn \n But when the day opens its eyes \n Ashamed of being under the Gaze, with nowhere to hide \n She withers and falls in a Stun...\"
【临时占位】克莱恩下定决心，干脆地一口喝下了魔药。\n很快他不由自主地抽搐起来，眼前迅速变得模糊。	[Placeholder] Klein made up his mind and decisively drank the potion in one gulp. \n Soon, he began to twitch uncontrollably, and his vision rapidly blurred.
【五月庄园-简单】召唤管家幻影召唤锁头小狗-筛任意1人加buff	[May Manor-Simple] Summon Butler Phantom to Summon Locking Dog - Filter Any 1, Add Buff
【五月庄园-简单】召唤管家幻影召唤锁头小狗-筛任意未被猎犬追踪且没有铃铛的1人加buff	[May Manor-Simple] Summon Butler Phantom to Summon Locking Dog - Filter 1 Not Tracked by Hound, No Bell, Add Buff
【五月庄园-简单】召唤管家幻影召唤锁头小狗-筛非T且未被猎犬追踪且没有铃铛的1人加buff	[May Manor-Simple] Summon Butler Phantom to Summon Locking Dog - Filter 1 Non-T, Not Tracked by Hound, No Bell, Add Buff
【五月庄园】-【一号信徒】- 123木头人标记buff	[May Manor] - [Believer Number One] - Become Wood! Mark Buff
【五月庄园】-【一号信徒】- 分担预警buff	[May Manor] - [Believer Number One] - Shared Damage Warning Buff
【五月庄园】-【一号信徒】- 变身仓鼠击倒	[May Manor]-[Believer Number One]- Transform into Hamster Knockdown
【五月庄园】-【一号信徒】- 变身小象击倒	[May Manor] - [Believer Number One] - Transform into Little Elephant Knockdown
【五月庄园】-【一号信徒】- 小女孩二阶段周身特效buff	[May Manor] - [Believer Number One] - Little Girl Phase 2 Body Effect Buff
【五月庄园】-【一号信徒】- 延迟伤害buff	[May Manor] - [Believer Number One] - Delayed Damage Buff
【五月庄园】-【一号信徒】- 延迟伤害buff2	[May Manor] - [Believer Number One] - Delayed Damage Buff 2
【五月庄园】-【一号信徒】- 恐惧技能buff	[May Manor] - [Believer Number One] - Horror Skill Buff
【五月庄园】-【一号信徒】- 移动护盾打碎buff	[May Manor] - [Believer Number One] - Moving Shield Break Buff
【五月庄园】-【一号信徒】- 蝴蝶外观buff	[May Manor] - [Believer Number One] - Butterfly Appearance Buff
【五月庄园】-【一号信徒】- 连线打断buff1	[May Manor] - [Believer Number One] - Connection Interruption Buff 1
【五月庄园】-【一号信徒】- 连线打断buff2	[May Manor] - [Believer Number One] - Connection Interruption Buff 2
【五月庄园】一号信徒-小女孩-延迟伤害分配对象-随机6个人	[May Manor] Believer Number One - Little Girl - Delayed Damage Allocation Target - Random 6 People
【五月庄园】一号信徒-小女孩-延迟伤害分配对象-随机三个N+DPS	[May Manor] Believer Number One - Little Girl - Delayed Damage Allocation Target - Random Three N+DPS
【五月庄园】管家-囚笼-非奶T	[May Manor] Butler - Cage - Non-Healer/T
【五月庄园副本】先祖铠甲-奶可被治疗标记	【May Manor Dungeon】Ancestor Armor - Healable mark
【五月庄园普通】管家-囚笼-非奶T	[May Manor Normal] Butler - Cage - Non-Healer/T
【冒险】米尔贡根盾（4/4）	[Adventure] Milgongen Shield (4/4)
【切断】秩序之网的能量源，捡回困在网中的混乱大剑	【Sever】 the energy source of the Web of Order and retrieve the Chaos Greatsword trapped in the web
【副本】五月庄园·城堡,1250309	【Dungeon】May Manor · Castle, 1250309
【副本】五月庄园·城堡·困难,1250311	【Dungeon】May Manor · Castle · Hard, 1250311
【副本】五月庄园·城堡·子爵夫人,1250309	【Dungeon】May Manor · Castle · Viscountess, 1250309
【副本】五月庄园·城堡·普通,1250309	【Dungeon】May Manor · Castle · Normal, 1250309
【副本系统buff】占编号81002000-81002099	[Dungeon System Buff] Occupies IDs 81002000-81002099
【副本系统buff】占编号81002050-81002099	[Dungeon System buff] Occupies ID 81002050-81002099.
【占】玩家和弗莱来到路口，半空的建筑从天而降，二人接连躲闪，被迫分开。	[Placeholder] The player and Frye arrive at the intersection, and buildings from mid-air fall from the sky. The two dodge repeatedly and are forced to separate.
【占】玩家对受伤的子爵夫人开枪，绝望魔镜替子爵夫人挡住致命的子弹。\n绝望魔镜：唔……再见……海伦……娜……	[Placeholder] The player fires at the injured Viscountess, and the Magic Mirror of Despair blocks the fatal bullet for her.\n Magic Mirror of Despair: Ugh... goodbye... Helena...
【占】玩家终于甩开了绯色洪流，到达了中央广场，弗莱已经在这里等候。\n绯红月色下，教授正在举行献祭仪式，疯狂的市民涌向广场中央，化作信息洪流献祭给母神。	[Placeholder] The player finally shakes off the crimson torrent and reaches the Central Plaza, where Frye is already waiting.\n Under the crimson moonlight, the professor is holding a sacrifice ritual, and the crazed citizens are pouring into the center of the plaza, turning into a torrent of information to be sacrificed to the Mother Goddess.
【占】魔镜碎裂之际，子爵夫人出现。\n子爵夫人：不得无礼！	[Placeholder] As the magic mirror shatters, the Viscountess appears.\n Viscountess: Do not be rude!
【占位-动画】接着，他飞快地点燃蜡烛、激活了净化仪式。	[Placeholder-Animation] Next, he quickly lights the candles and activates the purification ritual.
【占位-动画】调配魔药动画	[Placeholder-Animation] Potion brewing animation.
【右摇杆模式1】对选取范围内所有敌人造成多次不同效果的伤害	【Right Stick Mode 1】 Deals multiple types of damage with different effects to all enemies within the selected range.
【右摇杆模式3】模板7技能的连击，以自身为圆心对前方扇形造成效果，并击退	[Right Stick Mode 3] A combo of Template 7 skill, dealing effects to a fan-shaped area in front with self as the center, and knocks back.
【右摇杆模式3】模板7技能的连击，以自身为圆心对前方扇形造成效果，并挑飞	[Right Stick Mode 3] A combo of Template 7 skill, using self as the center to deal effects to a sector in front and knock enemies into the air.
【右摇杆模式4】对身前矩形范围内敌人攻击。	[Right Stick Mode 4] Attack enemies in a rectangle in front.
【右摇杆模式4】对身前矩形范围内敌人攻击。注意目标筛选的长宽参数与右摇杆模式预警参数是相关的。	[Right Stick Mode 4] Attacks enemies within a rectangular range in front. Note that the target filtering length and width parameters are related to the Right Stick Mode warning parameters.
【右摇杆模式7】对身前圆形范围内敌人攻击。注意目标筛选的偏移和半径参数与右摇杆模式预警参数是相关的。	[Right Stick Mode 7] Attacks enemies within a circular range in front. Note that the target filtering offset and radius parameters are related to the Right Stick Mode warning parameters.
【塔罗学院氛围】会议室-浮雕	[Tarot Academy Atmosphere] Meeting Room - Relief
【塔罗学院氛围】屏障碎片	[Tarot Academy Atmosphere] Barrier Fragment
【塔罗学院氛围】屏障碎片-彩窗	[Tarot Academy Atmosphere] Barrier Fragment - Stained Glass
【塔罗学院氛围】生命之脉	[Tarot Academy Atmosphere] Pulse of Life
【增强】对<HighLight>3</>格内敌方持续施加<HighLight>25%</>防御削减。	[Enhanced] Continuously inflict <HighLight>25%</> Defense reduction on enemies within <HighLight>3</> tiles.
【增强】对生命值高于<HighLight>50%</>的目标，造成的伤害加深<HighLight>15%</>。	[Enhanced] Deals <HighLight>15%</> increased damage to targets with higher than <HighLight>50%</> Health.
【增强】战斗开始时获得相当于<HighLight>30%</>最大生命值的护盾，持续<HighLight>8</>秒。	[Enhanced] Gain a Shield equal to <HighLight>30%</> Max Health for <HighLight>8</> seconds at the start of combat.
【增强】战斗开始时获得相当于<HighLight>35%</>最大生命值的护盾，持续<HighLight>8</>秒。	[Enhanced] Gain a Shield equal to <HighLight>35%</> Max Health for <HighLight>8</> seconds at the start of combat.
【增强】攻击和技能造成持续<HighLight>5</>秒的<HighLight>1.5%</>灼烧和<HighLight>50%</>重伤效果。	[Enhanced] Attack and skill damage inflict <HighLight>5</> seconds of <HighLight>1.5%</> Burn and <HighLight>50%</> Grievous Injury.
【增强】攻击或技能造成伤害后，使目标防御降低<HighLight>45%</>，持续<HighLight>3</>秒。	[Enhanced] After dealing damage with an attack or skill, reduce the target's Defense by <HighLight>45%</> for <HighLight>3</> seconds.
【增强】暴击后有额外<HighLight>50%</>暴击伤害，持续<HighLight>3</>秒。	[Enhanced] Critical hits deal an additional <HighLight>50%</> Critical Damage for <HighLight>3</> seconds.
【增强】暴击提供持续<HighLight>5</>秒的<HighLight>5%</>伤害加深，可叠加至多<HighLight>4</>次。	[Enhanced] Critical hits provide <HighLight>5</> seconds of <HighLight>5%</> increased damage, stacking up to <HighLight>4</> times.
【增强】每秒恢复<HighLight>4</>点生命值。	[Enhanced] Restores <HighLight>4</> Health per second.
【增强】生命值低于<HighLight>40%</>时，获得相当于<HighLight>35%</>最大生命值的护盾，持续<HighLight>5</>秒。	[Enhanced] When Health is below <HighLight>40%</>, gain a Shield equal to <HighLight>35%</> Max Health for <HighLight>5</> seconds.
