CN	EN
本日剩余<Residue>20</>次	Remaining <Residue>20</> attempts today
我面板很低	My stats are very low.
熔断说明	Circuit breaker explanation
俱乐部名名字七	Club Name Seven
基础的肉体	Basic Flesh
收到来自<Title>玩家名字七个字</>的赠予仪式请柬	Received a Gift Ceremony invitation from <Title>Player Name Seven Characters</>
完美	Perfect
当前成员：3/6	Current members: 3/6
戴维·约翰-2	David John-2
<HyperLink color="#ffffff">近战刺客</>	<HyperLink color="#ffffff">Melee Assassin</>
出战倒计时：00:59	Battle countdown: 00:59
周三、周六晚上开放	Open Wednesday and Saturday nights
完成购买还需要	Purchase still requires
差点忘了，上一位“赌徒”，留下了点小“提示”。	Almost forgot, the previous 'Gambler' left a little 'hint'.
我是必吃榜	I am the must-eat list.
看到的只是表象，分析出的才是真相。	What you see is merely the surface; what you analyze is the truth.
一队	Team 1
你基本打不动我，除了自爆那会儿	You basically can't touch me, except for that self-destruct moment
比赛开启倒计时	Countdown to match start
谁……帮我……不，杀我……	Who... help me... no, kill me...
<P_Yellow>坚持最初假弹概率更高时的选择</>，往往意味着<P_Yellow>失败</>——但这次，<P_Yellow>幸运</>似乎选择了你。	<P_Yellow>Sticking to the choice with a higher probability of being a fake bullet initially</> often means <P_Yellow>failure</>—but this time, <P_Yellow>luck</> seems to have chosen you.
听不懂思密达	Don't understand, sorry.
无阳光-4	No Sunlight-4
来源名称七个字	Source Name Seven
穿搭倒计时：1天23小时59分	Outfit Countdown: 1 day 23 hours 59 minutes
超过 has bid	Exceeds has bid
你好虚	You're so weak
已解锁<HighLight>12/32</>	Unlocked <HighLight>12/32</>
我们需要尽快梳理和分析线索，指定营救方案。	We need to sort out and analyze the clues as soon as possible and formulate a rescue plan.
我现在是肉	I'm a tank now.
戴维·约翰-3	David John-3
时装获取路径	Outfit acquisition path
玩家姓名七个字	Player Name Seven
角色全抗性	Character Total Resistance
警示性文本<Dungeon_Disable>警示性文本</>警示性文本	Warning text <Dungeon_Disable>Warning text</> Warning text
首领专攻/专防增加353/353，首领压制/抵抗增加3.0%/3.0%	Boss Attack/Defense increased by 353/353, Boss Suppression/Resistance increased by 3.0%/3.0%
骑士三阶90胜点<Rise>(+80)</>	Knight Rank 3 90 Victory Points<Rise>(+80)</>
{{PlayerName}}，弗莱，你们跟我来。	{{PlayerName}}, Frye, you two come with me.
封印物名七个字	Sealed Artifact name seven characters
空间内可储存<Yellow>%d条</>记录	The space can store <Yellow>%d</> Records
缘起趁早散了吧	Yuanqi should disband early.
<Default_L>响应进度</><Brown_L>0/0</>	<Default_L>Response Progress</><Brown_L>0/0</>
真的假的呀	Is that true?
<Penalty>由于异常行为，您的交易功能已被冻结，冻结时间剩余；</><Penalty_2>96天</>	<Penalty>Due to abnormal behavior, your trading function has been frozen, remaining freeze time;</><Penalty_2>96 days</>
对了，愚者先生给我嫁接的“灵性之跃”……追过去看看！	Right, the 'Leap of Spirituality' that Mr. Fool grafted onto me... let's chase after it and see!
悬赏值+1000	Bounty +1000
成为邪恶	Become Evil
我8万	I have 80,000.
找个一起玩的区	Find a server to play together.
灵摆顺时针快速转动，命运为Yulian揭示了极为肯定的答案。愿此行顺利！	The pendulum swings rapidly clockwise, revealing a very certain answer from fate for Yulian. May this journey go smoothly!
别太担心，我们会全力调查的。	Don't worry too much, we will investigate with all our might.
家族的荣耀高于一切，你心中是否还有着家族的荣耀？	The glory of the family is above all else; do you still have the glory of the family in your heart?
成功了？看起来有效果！	Did it work? It seems to have an effect!
看到这个烛光，我想起了更多细节。	Seeing this candlelight, I remembered more details.
唔啊啊啊啊啊——	Uwaaaaaaah—
持续监察者	Continuous Observer
你看，我金身又没出来哦	Look, my golden body didn't come out again
先来集合吧	Gather first
不会遇到什么事了吧？	Did something happen to them?
已到达中心工业区	Arrived at Central Industrial Zone
预计等待 :	Estimated wait :
听八卦有些可耻，但讲八卦只讲一半更可耻！最多三十字最多三十字	Listening to gossip is shameful, but telling only half of it is even more shameful! At most thirty characters at most thirty characters
戴维·约翰-1	David John-1
野怪名称啊	Wild Monster Name
下午好，非凡者！	Good afternoon, Beyonder!
广东Rank 10	Guangdong Rank 10.
角色编号：456152387	Character ID: 456152387
利息	Interest
剩余时间：15分26秒	Remaining Time: 15m 26s
<P_Heart>（从里屋传来的声音）</>晚安，我去睡觉了，明天还要上学。	<P_Heart>(Voice coming from the inner room)</> Goodnight, I'm going to sleep, I have school tomorrow.
可以净化他人身上的污染	Can purify corruption on others
哇，好痛	Wow, that hurts.
记住，这是一个预示未来命运的梦境。	Remember, this is a dream that foretells the future fate.
铸造神话品质胸针<Highlight>（冒险倾向）</>的关键材料。\n\n铸造需消耗<Highlight>15</>个灰雾尘埃，得到64装等<Highlight>冒险倾向</>神话品质胸针。\n随赛季进程，将开放竞技倾向神话胸针的装等提升，提升时消耗一定数量的<Highlight>灰雾尘埃</>。\n\n每周可通过队伍副本、团队副本、世界冒险秘宝<Highlight>直接获取</>至多<Highlight>3</>个灰雾尘埃。未获取个数可累计至下周，至多累计至<Highlight>15</>个。	A key material for forging a Mythical-quality brooch<Highlight> (Adventure-oriented)</>.\n\nForging requires 15<Highlight></> units of gray fog dust to obtain a level 64<Highlight> Adventure-oriented</> Mythical-quality brooch.\nAs the season progresses, Gear Level Increase for Adventure-oriented Mythical brooches will be unlocked, which will consume a certain amount of <Highlight>gray fog dust</>.\n\nYou can directly obtain<Highlight> up to</> 3<Highlight></> units of gray fog dust per week through party dungeons, raid dungeons, and world adventure treasures. Unobtained amounts can be accumulated for the following week, up to a maximum of 15<Highlight></> units.
每周一20:00开启	Opens every Monday at 20:00
世界战世界战世界战世界战世界战	World War World War World War World War World War
加成类型	Bonus Type
拒麦	Reject Mic
别......别打了！真把我打烂了，也不见得对您有利......是吧？	Don't... don't hit me! If you really beat me to a pulp, it won't necessarily be to your advantage... right?
小麦 | 莓果 | 胡萝卜 | 欧芹碎 	Wheat | Berries | Carrots | Parsley 
距离下次举办还剩XX天XX时	Time until next event: XX days XX hours
一群废物，还不如我的大宠物呢！	A bunch of losers, not even as good as my big pet!
你邀请<ChatFriend_Name>玩家名字</><ChatFriend_Name>玩家名字</><ChatFriend_Name>玩家名字</><ChatFriend_Name>玩家名字</><ChatFriend_Name>玩家名字</><ChatFriend_Name>玩家名字</><ChatFriend_Name>玩家名字</>	You invited <ChatFriend_Name>Player Name</><ChatFriend_Name>Player Name</><ChatFriend_Name>Player Name</><ChatFriend_Name>Player Name</><ChatFriend_Name>Player Name</><ChatFriend_Name>Player Name</><ChatFriend_Name>Player Name</>
旅行手册……找个地方坐下慢慢看吧。	Travel guide... find a place to sit down and read it slowly.
配方	Recipe
      值夜者巡查队是廷根的隐秘守护者，虔诚信奉黑夜女神。我们专精于净化污染，驱散疯狂，维系理智。以女神之名，我们守护漫漫长夜。	      The Nighthawks are the hidden Guardians of Tingen, devoutly believing in the Evernight Goddess. We specialize in purifying corruption, dispelling madness, and maintaining sanity. In the name of the Goddess, we guard the long night.
你不是还想试试嘛<img id="#032" width="28" height="28" valign="0.5"/>	You still want to try, don't you<img id="#032" width="28" height="28" valign="0.5"/>
开启观战：	Enable Spectating: 
2025年8月17日 12:00	2025/08/17 12:00
参与走秀+10热度，每收到1个喝彩+1热度使用喝彩+5热度	Join the runway show: +10 Popularity. Receive 1 cheer: +1 Popularity. Use a cheer: +5 Popularity.
可恶！这是假宝箱！	Damn it! This is a fake treasure chest!
无阳光-1	No Sunlight-1
本站特产出售	Sell Local Specialties
126666分	126,666 points
戴维·约翰-4	David John-4
第二期	Season 2
最高连胜：18	Highest Win Streak: 18
简易详情	Simple Details
翡翠星痕翠星痕	Emerald Star Trace Emerald Star Trace
跟随卜杖的指引找找看。	Follow the guidance of the dowsing rod to look for it.
9级	Level 9
三！	Three!
玩法进行中提前退出	Exiting early while gameplay is in progress
还有游戏、网络、电视……	There are also games, the internet, television...
魔女教团	Demoness Sect
总值	Total Value
无阳光-2	No Sunlight-2
巨龙传承	Giant Dragon Inheritance
戴维·约翰-5	David John-5
<Highlight>3</>/4种	<Highlight>3</>/4 types
下次活动	Next Activity
你还不了解文森吗？	Don't you know Vincent yet?
参加别墅派对可免费借穿别墅主人顶奢时装，尊贵座驾，还能通过参加T台走秀、泳池互动等获得热度值，领取丰富奖励~	Attend a villa party to borrow the villa owner's luxury fashion and prestigious vehicles for free. You can also earn Popularity points by participating in runway shows, pool interactions, and more to claim rich rewards~
提交物品类型	Item Type to Submit
确定谁去 就好了 关键是边缘被污染了后中间 那个骑士光影是掉血的 不怎么好分辨	Just decide who goes, the key is that after the edge is corrupted, the knight's light and shadow in the middle will lose health, it's not easy to distinguish.
【@千秋载】都成年了还电什么？	【@Qian Qiu Zai】You're an adult, why are you still playing games?
按钮文本	Button Text
《诡秘之主》是阅文集团白金作家爱潜水的乌贼所著的西方玄幻类小说，融汇了克苏鲁风格、西方魔幻元素、第一次工业革命时代风情和蒸汽朋克情怀。这是一个蒸汽与机械的世界，这是一段“愚者”的传说。《诡秘之主》是阅文集团白金作家爱潜水的乌贼所著	《Lord of Mysteries》 is a Western fantasy novel written by the platinum author of China Literature, Cuttlefish That Loves Diving. It blends Cthulhu style, Western magical elements, the atmosphere of the First Industrial Revolution, and steampunk sentiments. This is a world of steam and machinery, and this is the legend of "The Fool". 《Lord of Mysteries》 is a work by the platinum author of China Literature, Cuttlefish That Loves Diving
为什么？为什么这个剂量配比总是得不到应该的结果。	Why? Why does this dosage ratio never yield the expected results?
完成编织仪式魔法布置,当残阳与乌云在穹顶交汇,众神之子将战歌高唱。英灵们将铠甲铸为荣光,战神的祝福为凯旋引航。	Complete the Ritual Magic arrangement. When the setting sun and dark clouds converge at the dome, the Son of God will sing the war song. The heroic spirits will cast their armor into glory, and the God of Combat's blessing will guide the triumph.
得先去恶龙酒吧找老板斯维因先生，获许进入地下市场。	I must go to the Evil Dragon Bar and find Mr. Swain to get permission to enter the underground market.
无阳光-3	No Sunlight-3
精灵花和毒堇汁，上周订的货还没到？	Sprite flower and poison hemlock juice, the order from last week hasn't arrived yet?
2.4倍	2.4x
城堡美观度	Castle Aesthetics
当前已选择 <Lack>0</>/2	Currently selected <Lack>0</>/2
两分三十秒内击败怪物两分三败十秒内就是的话就是大家还是觉得好内就是的话就是大家还是觉得好大家还是觉得好	Defeat the monster within two minutes and thirty seconds, defeat within two minutes and thirty seconds, it's just that everyone still feels that it's good, it's just that everyone still feels that it's good, everyone still feels that it's good
失控·Ⅰ级	Loss of Control · Level I
库存：250000	Inventory: 250000
果然，只有选择了苟三家，才能躺赢。我猜测出这个因素的时候，已经太迟了。	As expected, only by choosing the 'Coward' pathway can one win by doing nothing. It was too late when I realized this factor.
虚空中的瓶子	Bottle in the void
选择天赋	Select Talent
准备进ci流程	Preparing for ci process
点击试听	Click to preview
他值得更多观众！	He deserves more spectators!
懂机制?	Know the mechanics?
20天<M_Brown>后过期自动</>删除	Expires and will be automatically deleted in 20 days <M_Brown> after</>
不知道崔佛说的狂信徒藏在哪……	I don't know where Trevor said the fanatics are hiding...
召唤<Default>45</>次内必出A级伙伴或以上伙伴	Guaranteed A-rank Partner or higher within <Default>45</> summons
本期剩余： 20天	Remaining this period: 20 days
添加“诡秘之主游戏”官方企微，绑定小程序验证后即可获得<HighLight>专属奖励！</>	Add the official WeChat for "Lord of Mysteries" game, and after verifying via the mini-program, you can receive <HighLight>exclusive rewards!</>
“0”级封印物	Grade "0" Sealed Artifact
本期获得 <Yellow>2334</>/18000	Obtained this period <Yellow>2334</>/18000
等级限制：	Level Requirement:
续期常驻派对	Renew permanent party
随机传送	Random Teleport
不如就在这里吧。	Why not just stay here?
前往仪式起点展开灵性之墙吧。	Go to the starting point of the ritual and set up a wall of spirituality.
坏蛋剪成破渔网！	Cut the bad guy into a broken fishing net!
时间不早了，不知道弗莱队长那边怎么样了，先回中央广场吧。	It's getting late. I wonder how Captain Frye is doing. Let's go back to the Central Plaza first.
管理员？	An administrator?
都一样	It's all the same.
塞西莉亚...	Cecilia...
女神啊！我为什么要过这种生活！	Goddess! Why must I live this kind of life!
舞曲名称七个字	Dance Song Name Seven Characters
镇上的人都夸它做工细致，时间精准！	The people in town all praise its fine craftsmanship and precise timekeeping!
不懂机制把	Don't understand the mechanics, huh
元元元圆缘  —  Lv 62 | Mystery Pryer | 7 m | Inspect	Yuan Yuan Yuan Yuan Yuan  —  Lv 62 | Mystery Pryer | 7 m | Inspect
这样太危险了……得到更高的地方！对了，灵性之跃……	This is too dangerous... I need to get to a higher place! Right, Leap of Spirituality...
上限会累计到下一周	The cap will carry over to the next week
我们怎么能缺席？	How could we be absent?
下级需采集:	Collection required for next level:
今日剩余抽选次数<HighLight>100</>次	Remaining draws today: <HighLight>100</>
果然啊，鞭子不落到自己身上就不知道痛。	As expected, people don't know pain until the whip falls on them.
莫里亚蒂	Moriarty
219天	219 days
一级标签	Level 1 Label
你们不种地真不懂我们	You guys don't farm, you really don't understand us
根据用户的机型推荐<Stress>极高</>画质	Recommended <Stress>Ultra-High</> quality based on user device
阿萨德那家	Asad's Family
俱乐部招人，会长成都必吃榜第一，来就给一次	Club recruiting, president is number one on the Chengdu must-eat list, join and get one
等待团员确认，<Time>10秒</>后自动进入	Waiting for team members to confirm, automatically entering in <Time>10 seconds</>
廷根商会人员	Tingen Chamber of Commerce Personnel
未激活天赋	Talent not activated
请选择职业	Please select a class.
  我身上好痒  来杀我  打不死我的都是区	  I'm so itchy, come kill me, anything that can't kill me is just a small fry.
不发补偿退游了不发补偿退游了不发补偿退游了不发补偿退游了不发补偿退游了不发补偿退游了不发补偿退游了不发补偿退游了	No compensation, I'm quitting the game, no compensation, I'm quitting the game, no compensation, I'm quitting the game, no compensation, I'm quitting the game, no compensation, I'm quitting the game, no compensation, I'm quitting the game, no compensation, I'm quitting the game, no compensation, I'm quitting the game
击败击败	Defeat Defeat
开始搭配	Start Styling
异象·这里很危险	Object of Phenomenon · It is dangerous here
掌握占星术、卡牌占卜、灵摆摆灵视以及类似的占卜能力	Master Astrology, Card divination, pendulum spirit vision, and similar divination abilities
来个嫩的成年人	Bring me a tender adult.
获得6获得6获得<HighLight>6获得6获</>	Obtain 6 Obtain 6 Obtain <HighLight>6 Obtain 6 Ob</>
大马士革玫瑰也因她黯然失色。。。月染	Even the Damascus rose pales in comparison to her... Moon Dye.
好大的果实	Such a big fruit
我不知道机械原理	I don't know the mechanical principles.
所属势力	Affiliated Faction
最快也要几个钟头。	It will take at least a few hours.
评分 260 <Score>(+507)</>	Rating 260 <Score>(+507)</>
香槟街57号	57 Champagne Street
(伦纳德爷爷)	(Grandpa Leonard)
2026/01/14 14:55-至今	2026/01/14 14:55 - Present
主宰段	Ruler Tier
呼,神秘的力量消失了	Phew, the mysterious power has disappeared
引导不是操控，是让河流自己选择方向。	Guiding is not manipulation; it is letting the river choose its own direction.
早知道多花点钱租外面的摊位了。	I should have spent more money to rent a stall outside.
条件1	Condition 1
<Assistant_Title1>【猎城战】</>\n<Assistant_Title2>玩法说明：</><Assistant_System>猎城战</>是势力战中的<Assistant_Red>1000人</>大战场。战场资格会在每轮四方联赛第一场结束后<Assistant_Red>21:20</>分配，系统会根据俱乐部综合实力，将各俱乐部分配至猎城战或高原战。获得资格的俱乐部成员，可在<Assistant_System>以战养战-势力-猎城战</>界面查看赛程安排。同一俱乐部单个途径最多上场<Assistant_Red>16人</>。\n<Assistant_Title2>第一阶段：</>从己方<Assistant_Property1>要塞</>出发，沿着<Assistant_Property1>前哨</>、<Assistant_Property1>营地</>推进；占领营地后即可攻击相连接的<Assistant_Property1>战争石碑</>。需要占领和己方营地相连的两处石碑，方可攻击<Assistant_Property1>王城城门</>；己方石碑被敌方攻占后，会失去攻击城门的资格。\n<Assistant_Title2>第二阶段：</>王城城门被攻破后，可前往中央平台占领王城。平台上人数最多的势力将积累<Assistant_Property1>占领值</>；在中央平台击杀敌方势力的非凡者，也可为己方势力增加占领值。占领值达到<Assistant_Red>100%</>时，即占领王城。占领中央王城可直接结束战场，并获得最后赢家奖励。\n<Assistant_Title2>战场特色：</>可在己方要塞乘坐<Assistant_Property1>蒸汽火车</>快速到达前方营地，攻击城门时可使用<Assistant_Property1>攻城车</>。<Assistant_Property1>战争巨龙</>会盘踞在中央王城，并在战斗中现身。\n<Assistant_Title2>参与方式：</>{JumpToUI:[前往猎城战]|1250322}	<Assistant_Title1>【Hunting City Battle】</>\n<Assistant_Title2>Gameplay Description: </><Assistant_System>Hunting City Battle</> is a <Assistant_Red>1000-player</> large-scale battlefield in the Faction War. Battlefield eligibility is assigned at <Assistant_Red>21:20</> after the first match of each Four-Way League round. The system will assign clubs to either the Hunting City Battle or the Highland Battle based on their overall strength. Eligible club members can view the schedule in the <Assistant_System>War-Driven Growth - Faction - Hunting City Battle</> interface. A single club can field a maximum of <Assistant_Red>16 people</> from the same Pathway.\n<Assistant_Title2>Phase 1: </>Depart from your <Assistant_Property1>Stronghold</> and advance along <Assistant_Property1>Outposts</> and <Assistant_Property1>Camps</>. After occupying a camp, you can attack the connected <Assistant_Property1>War Stele</>. You must occupy two steles connected to your camp to attack the <Assistant_Property1>Royal City Gate</>; if your stele is captured by the enemy, you lose the eligibility to attack the gate.\n<Assistant_Title2>Phase 2: </>After the Royal City Gate is breached, you can proceed to the central platform to occupy the Royal City. The faction with the most people on the platform will accumulate <Assistant_Property1>Occupation Value</>; killing enemy Beyonders on the central platform also increases your faction's Occupation Value. When the Occupation Value reaches <Assistant_Red>100%</>, the Royal City is occupied. Occupying the central Royal City ends the battlefield immediately and grants the final winner's rewards.\n<Assistant_Title2>Battlefield Features: </>You can take a <Assistant_Property1>Steam Train</> from your stronghold to quickly reach forward camps, and use <Assistant_Property1>Siege Engines</> when attacking the gate. <Assistant_Property1>War Dragons</> will perch on the central Royal City and appear during the battle.\n<Assistant_Title2>How to Participate: </>{JumpToUI:[Go to Hunting City Battle]|1250322}
不早了，赶快去黑荆棘安保公司找邓恩先生……	It's getting late, hurry to Blackthorn Security Company to find Mr. Dunn...
你游戏名字转让吗？500	Are you transferring your game name? 500
完成【任务名字七个字】获取	Complete [Quest Name Seven Characters] to obtain
坐落于廷根郊外的五月庄园种满高大的苹果树，每年五月苹果花盛开，总会飘散出馥郁清新的果香。\n然而1354年至今，果香始终没有到来，取而代之的是猩红的月色，高大的树木，诡异的污染……种种异象，似乎都与知识皇冠有着脱不开的关系。 \n\n<Notice>当副本首领奖励次数归零时，会自动获得对应的</><Highlight>再战任务</><Notice>，完成后可以获得额外奖励。再战任务每周一8点重置。</>\n\n<Notice>组队模式下和</><Highlight>家族</><Notice>成员一起进入副本，若未达到推荐非凡评分，可获得属性增益补正。补正效果与团队同家族成员数目和家族等级相关。</>	Located in the Tingen Suburbs, May Manor is filled with tall apple trees. Every May, when the apple blossoms bloom, a rich and fresh fruity fragrance always drifts through the air. \nHowever, since 1354, the fragrance has never arrived. Replacing it is the scarlet moonlight, towering trees, and eerie corruption... All these strange phenomena seem to be inseparable from the Crown of Knowledge. \n\n<Notice>When the dungeon boss reward count reaches zero, you will automatically receive the corresponding </><Highlight>Rematch Quest</><Notice>, which grants extra rewards upon completion. Rematch Quests reset every Monday at 8:00. </>\n\n<Notice>In team mode, entering a dungeon with </><Highlight>Family</><Notice> members allows you to receive an attribute bonus correction if the recommended Beyonder rating is not met. The correction effect is related to the number of team members from the same family and the family level. </>
好久不见，梅丽——哇，好丰盛！	Long time no see, Melissa—wow, so much food!
我一直觉得奶很肉又能跑	I've always felt that healers are very tanky and can run.
时代的浪潮不可违逆，知识的命运即将降临。	The tide of the era cannot be resisted; the fate of knowledge is about to descend.
正在前往：廷根湖	Heading to: Tingen Lake
熊先生，你需要报纸吗？	Mr. Bear, do you need a newspaper?
<Mask>赠给：</><Mask_2>好友名字七个字</>	<Mask>Gift to:</><Mask_2>Friend name seven characters</>
可以啊	That works.
少召一点，多来几趟就行了	Summon fewer, just make more trips.
我怕包庇	I'm afraid of covering up.
这就是他的怀表……为什么不肯承认？问问周围的人吧。	This is his pocket watch... why won't he admit it? Let's ask the people around.
道具名字七个	Seven-character item name
邮寄：2封	Mailed: 2 letters
喂，你们能不能安静点！	Hey, can you guys be quiet!
对抗积分：	Combat points:
棋子技能	Piece Skill
风尚鉴赏加成	Style Appreciation Bonus
公会名称七个字	Seven-character Guild Name
出售可得	Sale proceeds
描述文本描述文本描述文本描述文本	Description Text Description Text Description Text Description Text
柔软的椅子	Soft Chair
解锁新部位：标牌	Unlock New Part: Signage
雨过天晴白云飘、一行白鹭上晴天<Highlight>等好友在此房间</>	Clear skies after rain, white egrets soar in the sun <Highlight>and other friends are in this room</>
这、这是怎么了？	W-what happened?
公告板上还有些别的通知，看看有什么线索。	There are other notices on the bulletin board; let's see if there are any clues.
我对北方的食物风格一直都有点不习惯，总是想念家乡的食物，想念猪肉香肠、土豆面包、烤薄饼、猪油炸蔬菜和特色酱汁的烤肉……	I've never been used to Northern food styles, I always miss my hometown's food, miss pork sausages, potato bread, pancakes, lard-fried vegetables, and roasted meat with special sauce...
普通技能进入冷却时立刻返还冷却，如果是充能技能则返还全部充能次数，单个技能最多触发1次返还。{CheckStar(Type="sealed",ID=2085021)=1?返还的技能降低<Yellow>*f**</>伤害和治疗。}{CheckStar(Type="sealed",ID=2085021)=3?返还的技能额外提高<Yellow>*f**</>伤害和治疗。}	When an ordinary skill enters cooldown, the cooldown is immediately returned. If it is a charge skill, all charge counts are returned. A single skill can trigger this return at most once. {CheckStar(Type="sealed",ID=2085021)=1?The returned skill deals <Yellow>*f**</> less damage and healing. }{CheckStar(Type="sealed",ID=2085021)=3?The returned skill deals <Yellow>*f**</> more damage and healing. }
暂无合照	No group photos yet
暂无秘偶	No marionette yet
获得获得获得获得获得获得获得获得获得获得13%获得13%<HighLight>6获得6获</>	Obtain Obtain Obtain Obtain Obtain Obtain Obtain Obtain Obtain Obtain 13% Obtain 13% <HighLight>6 Obtain 6 Ob</>
#话题名称	#Topic Name
<HIGHLIGHT>打开</>背包界面点击<HIGHLIGHT>技能图标，</>	<HIGHLIGHT>Open</> the Inventory interface and click on the <HIGHLIGHT>Skill icon,</>
主教让我把蜡烛分发给大家。	The bishop asked me to distribute the candles to everyone.
宇宙天堂-1	Cosmic Heaven-1
服装借穿：在派对场景中，玩家可以借穿举办人的时装....	Outfit Borrowing: In party scenes, players can borrow the host's outfit....
玫瑰学五字	Rose School Five
这间屋子里好像有什么……	There seems to be something in this room...
外观外观	Appearance Appearance
我真服了	I'm really convinced.
什么耗死，你刚刚被我秒了哦，我金身都没出来	What do you mean worn out, you were just insta-killed by me, my golden body didn't even come out
用灵性封闭一片空间，隔绝非凡力量对外界的影响。	Use spirituality to seal off a space and isolate the influence of Beyonder powers on the outside world.
又要打满5分钟	Gotta play for the full 5 minutes again.
方奕阳 has bid	Fang Yiyang has bid
世界观描述文字，世界观描述文字，世界观描述文字，界观描述文字，世界观描述文字	Worldview description text, worldview description text, worldview description text, worldview description text, worldview description text
等级≥25级等级≥25级	Level ≥ 25 Level ≥ 25
要成为非凡者了，呼……还是有些紧张。	About to become a Beyonder, phew... still a bit nervous.
公示期00小时00分	Publicity Period 00 hours 00 minutes
次数1/2	Attempts 1/2
一副被污染的画作中藏着罗塞尔大	A painting tainted by corruption hides Roselle's...
你要记得，我们是为了守护谁。	You must remember who we are protecting.
宇宙天堂-3	Cosmic Heaven-3
应该都涉及到了非凡领域，得谨慎一些。	Should all involve the Beyonder realm, must be cautious.
竞价要求：	Bidding Requirement:
西北石碑-激战中	Northwest Stele - In Intense Battle
进门时就感到屋子里有微弱的气息，用灵视看看吧。	I sensed a faint presence in the room as soon as I entered. I should use spirit vision to take a look.
远程输出	Ranged output
那拜托你了……	Then I'll leave it to you...
20人	20 people
7日后，角色数据将永久清除，角色名将被封存	After 7 days, character data will be permanently erased, and the character name will be archived.
复制分享码	Copy Share Code
我战力才四万，别折腾我了	My combat power is only 40,000, don't mess with me.
未参与本场获得无法领取奖励	Did not participate in this match, cannot claim rewards
阵型名称	Formation Name
……那我们就在领地战斗？ 	...Then we'll fight in the territory?
一级页签选中	Level 1 Tab Selected
天威	Heavenly Might
打酱油的葱饼子	Scallion Pancake Just Passing By
收拾收拾，准备出门吧。	Pack up, time to head out.
请点击跳转你要查找的物品	Please click to jump to the item you are looking for.
转动中心圆环，让所有缺口对齐至虚线处。	Rotate the central ring to align all gaps with the dashed line.
宇宙天堂-2	Cosmic Heaven-2
无可使用的优惠券	No coupons available
琴姐  砍我	Sister Qin, cut me.
留在这个世界的时间，都要比上辈子还长了……我真的还能回到故乡么？	I've spent more time in this world than in my previous life... can I really return to my hometown?
在试试	Try again.
这算bug还是故意的，	Is this a bug or intentional?
颂母之名 诞育神嗣	Praise the Mother's Name, Give Birth to Divine Offspring
XXX等级后解锁重塑	Unlock Remolding after Level XXX
可获得20个<Highlight>蓝山晶石</>、30个<Highlight>齿轮火漆·冒险</>	Can obtain 20 <Highlight> Blue Mountain Crystal </>, 30 <Highlight> Gear Sealing Wax - Adventure </>
戴因·斯雷布	Dain Sleb
提升在副本中的表现和实力表现和实力。提升在副本中的表现和实力表现和实力。	Improve performance and strength in Dungeons. Improve performance and strength in Dungeons.
月隐小熊	Moon Hidden Bear
这应该打不动	This shouldn't be able to take much damage.
-任务成就称号	-Quest Achievement Title
水晶苹果七个字	Crystal Apple (7 characters)
关系名六个字	Six-character Relationship Name
暗影俱乐部招会长，会长爱暖太区了，被我法四了	Shadow Club recruiting a president, the president is too trash, I've already 'law-killed' them.
菊花的歧路	The Crossroads of Chrysanthemums
选择徽章	Select badge
六月之书  —  Lv 62 | Spectator | 4 m | Inspect	Book of June  —  Lv 62 | Spectator | 4 m | Inspect
相片预留名字	Reserved Photo Name
魔女教派棋子除获得基础<Highlight>攻击</><img id="03" width="36" height="36"/>和<Highlight>攻速</><img id="05" width="36" height="36"/>外<Highlight>吸血能力最强</>的非生命教派棋子获得相同增益。教派秘仪加持时,<Highlight>吸血能力最强</>的非生命教派棋子获得相同增益。	In addition to Demoness Sect pieces gaining base <Highlight>Attack</><img id="03" width="36" height="36"/> and <Highlight>Attack Speed</><img id="05" width="36" height="36"/>, the non-living Sect piece with the <Highlight>strongest Life Steal</> gains the same buff. When blessed by the Sect Ritual, the non-living Sect piece with the <Highlight>strongest Life Steal</> gains the same buff.
时间完毕，没发现什么异常。但是感觉你有点太受欢迎了呀。你朋友好多啊，跟他们绝交吧。我觉得你有我就够了...!	Time's up, nothing unusual found. But you seem a bit too popular. You have so many friends, you should break up with them. I think you have enough with just me...!
03:23:57后+1	+1 in 03:23:57
